ANIO,count,mean,std,min,25%,50%,75%,max
1989,2377.0,4.3551426584777415,18.586000225945313,0.34203631609379803,0.34203631609379803,0.8354356641946541,2.10093835991714,334.148554982758
1990,2357.0,6.21448266947542,25.61584110284639,0.34203631609379803,0.349502443340958,1.22420467967938,2.99224925633155,374.89888165619794
1991,2361.0,7.972053417568601,30.480350692098373,0.34203631609379803,0.45079133794108295,1.71579704170941,4.04564931890296,374.89888165619794
1992,2271.0,9.837911118706979,35.12774768948306,0.34203631609379803,0.6532087279635685,2.34033842743926,5.12018271729109,374.89888165619794
1993,2324.0,11.215622625146379,38.92058687943786,0.34203631609379803,0.7156124707083954,2.659602575850315,6.109369963383233,374.89888165619794
1994,2267.0,12.897157951561356,41.943560594284186,0.34203631609379803,1.247860853262285,3.3528252947934503,7.4359771354464,374.89888165619794
1995,2245.0,13.968569169700233,43.75730273457855,0.34203631609379803,1.43255202658765,3.5909935538332998,8.07365135795013,374.89888165619794
1996,2344.0,17.120960539639615,47.953914957016885,0.34203631609379803,1.9602837237055502,4.918148736437825,11.259376076780198,374.89888165619794
1997,2266.0,21.15353449887613,53.40945197662148,0.34203631609379803,2.7386383478512997,6.37471996362822,14.18617682814335,374.89888165619794
1998,2277.0,28.69908186931167,62.60880510926926,0.34203631609379803,3.42492352813874,9.1708738303116,22.024508141386498,374.89888165619794
1999,2289.0,36.35638597272844,70.6620003993045,0.562685628567039,3.9380770820892104,12.348611834925,32.337569558736604,374.89888165619794
2000,2254.0,42.55279363503598,76.66104469039702,0.5087680034316671,5.268192655174935,15.36342492217355,39.44056011712433,374.89888165619794
2001,2024.0,52.96412765269557,83.44269471414704,0.449436106190395,7.900498070809769,22.1000888762164,53.91787936191122,374.89888165619794
2002,2322.0,54.83772429899107,81.80921963811608,1.04731003496384,9.766488614167095,24.67530273120785,56.90945423231338,374.89888165619794
2003,2324.0,57.47414411304963,85.01587336521305,0.631600725123084,10.534424176749477,26.214476998465,60.3741917959239,374.89888165619794
2004,2291.0,61.31994320010582,88.11782382716551,0.34203631609379803,11.4292140774241,28.402754561473497,65.5715403935411,374.89888165619794
2005,2183.0,67.56869375937579,92.08506808006224,0.989970167749359,13.594980519830749,32.7299828640897,74.5975294692017,374.89888165619794
2006,2095.0,78.55879894970876,97.38074235410222,0.7133062089678459,18.332575260627053,40.1670316981009,90.12488344293314,374.89888165619794
2007,2031.0,82.14133649145606,101.24504190790915,0.532597690764386,18.065231920067,41.3747073595259,97.1468437346372,374.89888165619794
2008,2171.0,89.37941506398505,105.14084545470065,1.07681813028799,18.8464060889496,47.1946579656852,108.82627768518799,374.89888165619794
2009,2177.0,92.65413437245171,105.95602232802099,1.4838260994072,20.6887104217883,50.5634779095826,115.827924987567,374.89888165619794
2010,2114.0,94.38487862519084,106.676973453112,1.3635324525413701,22.848876111968472,51.7940320698611,117.739110237011,374.89888165619794
2011,2141.0,99.15827177838747,111.28445446597368,1.68129109546077,20.960253171407302,54.08733085212889,126.929385299233,374.89888165619794
2012,2070.0,102.26011020607017,111.47600275910867,1.7035226913622499,23.55020040237272,55.1991449579173,138.45192755360773,374.89888165619794
2013,1988.0,110.21539928843548,115.65918874015378,1.8219112597294098,26.568420327102253,60.8680917930987,147.723086598558,374.89888165619794
2014,2054.0,114.70156263657526,118.64301535583175,1.31312866223695,26.9851995113534,66.55317457736939,157.3332693687775,374.89888165619794
2015,2057.0,115.44060951180145,118.05205342038482,1.71472657007034,28.6400129960442,65.9627298532815,161.054257344475,374.89888165619794
2016,2135.0,115.72343216540563,116.3510309113915,1.4384566204923999,29.9415366496551,68.0688104985699,158.2680472211315,374.89888165619794
2017,2146.0,118.69605511855555,119.45754908562542,1.43077568411873,28.12181894448675,69.78897793379035,166.457727036902,374.89888165619794
2018,2031.0,122.86069872561785,122.25230412971784,2.1995903376183104,28.7666119725733,73.1053462570767,173.1541482391035,374.89888165619794
2019,433.0,257.2874328851164,134.28094435128853,12.8515187828338,124.890058097857,321.600708301681,374.89888165619794,374.89888165619794
