ANIO,count,mean,std,min,25%,50%,75%,max
1989,2377.0,18.026364801368807,33.95224021906556,3.04250334672021,5.31668016194332,10.6339663828858,20.031191369606,1071.17887261429
1990,2357.0,24.94073080899328,49.74369514529438,3.04250334672021,6.111474694589879,13.310933537772,26.4350241545894,1093.23631010795
1991,2361.0,28.714841753114598,45.00516647719921,3.04250334672021,8.09626214142636,16.540063107157902,32.2296564195298,1145.4782778864999
1992,2271.0,37.71188109970716,54.799266978424356,3.04250334672021,11.1172261242423,22.7350395875529,44.725002194450454,1018.8806112702999
1993,2324.0,41.092958217731116,61.33317782927858,3.04250334672021,11.133300348940125,22.74313709793435,47.05407875254787,1217.62299717248
1994,2267.0,50.20550257815121,68.60807194092328,3.04250334672021,16.12605443822965,31.5653543307087,57.7833912996223,1093.6710204081598
1995,2245.0,48.86825083576947,68.44499713127348,3.04250334672021,12.4070231135545,28.7468220338983,55.191840347630205,758.953671562083
1996,2344.0,64.02357618686014,102.00578152729145,3.04250334672021,12.928346327317376,32.04692366465365,70.07057158564704,1655.99603257465
1997,2266.0,102.43751159688138,160.73504682522127,3.04250334672021,22.07812081774642,52.25574983165045,115.52587320685299,2209.2165343915303
1998,2277.0,143.78637648855437,195.05447170998661,3.04250334672021,27.6107060452238,84.8848199672668,192.202202202202,2797.7761238911403
1999,2289.0,167.30663346146778,233.23494045987968,3.04250334672021,18.130014858841,79.6226525630594,246.10898858592302,2797.7761238911403
2000,2254.0,256.3048258985928,307.4567856152475,3.04250334672021,40.54363682623372,162.196250459285,372.1238420665977,2797.7761238911403
2001,2024.0,504.6792858412212,429.7366551778211,3.04250334672021,225.61600777348798,419.7894441581075,652.4745009650977,2797.7761238911403
2002,2322.0,553.8181924066281,402.5103760950818,3.04250334672021,284.990511587965,470.9021440125515,708.5092797319143,2797.7761238911403
2003,2324.0,590.3430050297458,437.2513105176155,3.04250334672021,294.21012797766775,502.6544641279985,774.2867097678647,2797.7761238911403
2004,2291.0,679.0047952911863,493.79370245826124,3.04250334672021,336.180930245108,580.292853917631,903.1241060622001,2797.7761238911403
2005,2183.0,593.7559947468703,451.6436748780682,3.04250334672021,290.6299335005755,534.99695829895,791.9201885569975,2797.7761238911403
2006,2095.0,802.891277127054,556.260019050753,3.04250334672021,421.59623215687304,692.639411452178,1051.687456219485,2797.7761238911403
2007,2031.0,907.7107281721204,629.3392151890549,3.04250334672021,466.7820002742725,767.314201229781,1207.065595631685,2797.7761238911403
2008,2171.0,1057.5033861452537,614.6372164808058,3.04250334672021,608.251456294881,930.575037147103,1371.3715467801198,2797.7761238911403
2009,2177.0,1274.189968070286,706.9118329265259,3.04250334672021,743.692572764753,1147.96640668444,1679.75457481163,2797.7761238911403
2010,2114.0,1230.8226285220028,720.5427392845601,3.04250334672021,689.9068240158604,1086.883771616485,1637.3679130527573,2797.7761238911403
2011,2141.0,1189.3858522114106,736.9053192787538,3.04250334672021,658.470852017937,1094.8905109489099,1628.70993766043,2797.7761238911403
2012,2070.0,1285.4948293444888,840.1522557279762,3.04250334672021,643.7774360520682,1161.686751964265,1900.0511097571375,2797.7761238911403
2013,1988.0,1350.705541654646,838.6398411676116,3.04250334672021,665.8560385905747,1228.544857891095,1979.9204268264152,2797.7761238911403
2014,2054.0,1542.0717010075896,891.2588201921502,3.04250334672021,776.7415657194578,1415.392225503125,2444.089083142425,2797.7761238911403
2015,2057.0,1535.1961222624132,898.3211573353934,3.04250334672021,775.8890232839431,1383.6649939312301,2488.12361111111,2797.7761238911403
2016,2136.0,1596.1248068159755,898.8959275614291,3.04250334672021,811.3621063246266,1470.3692319686152,2654.05701307645,2797.7761238911403
2017,2150.0,1623.7511496041002,866.9770057144696,3.04250334672021,867.3888905577469,1544.4669306281248,2519.095724521252,2797.7761238911403
2018,2032.0,1723.820224219935,869.6487973114644,3.04250334672021,954.5391258561067,1702.5009956604,2797.7761238911403,2797.7761238911403
2019,433.0,1147.8353204515886,828.6589452467623,86.7783483359704,478.881205673759,858.007690351153,1646.64613312237,2797.7761238911403
